VRSTA SMJESTAJA,PODRUCJE,LOKACIJA,BROJ SPAVACIH SOBA,BROJ KUPATILA,CIJENA,STAMBENA POVRSINA,ZEMLJISTE,PARKING MJESTA,OD MORA,NOVOGRADNJA,KLIMA,NASLOV,OPIS,OGLASIO,MOBILNI,BROJ OGLASA,ZADNJA PROMJENA,SLIKE,URL
Prodajem Hotel,Herceg Novi,Bijela,6,3,€320.000,300 m,585 m,2,50,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bijela","HITNA PRODAJA!!!!Vila –Mini Hotel  u Herceg Novom – Bijela povrsine 300 m2 na placu od 585 m2. Tri sprata, 30 m od mora. Prvi sprat: dvije spavace sobe, dnevni boravak, kuhinja, trpezarija, kupatilo. Drugi sprat: dvije sobe. Treci sprat: tri apartmana sa odvojenom sobom. Potkrovlje: apartman sa odvojenom sobom. Terase sa pogledom na more.",http://www.lutovacinfo.comMilovan,+38269437856,823883,"27 Dec, 2020","https://www.realitica.com/images/listing_photos/823883_9m_resize_resize.jpg,https://www.realitica.com/images/listing_photos/823883_21m_resize_resize.jpg,https://www.realitica.com/images/listing_photos/823883_b2_resize_resize.jpg,https://www.realitica.com/images/listing_photos/823883_c2_resize_resize.jpg",https://www.realitica.com/hr/listing/823883
Prodajem Hotel,Bar,Sutomore,Nema Podataka,Nema Podataka,€525.000,700 m,500 m,8,"800
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Sutomore","Sutomore, Mirošica - luksuzni mini hotel sa osam jednosobnih stanova;",http://nekretnina.me/properties/sut...Www.nekretnina.me,+382 68 726 417,1482199,"26 Dec, 2020","https://www.realitica.com/images/listing_photos/1482199_1.jpg,https://www.realitica.com/images/listing_photos/1482199_2.jpg,https://www.realitica.com/images/listing_photos/1482199_5.jpg,https://www.realitica.com/images/listing_photos/1482199_14.jpg",https://www.realitica.com/hr/listing/1482199
Prodajem Hotel,Kotor,Nema Podataka,Nema Podataka,Nema Podataka,€850.000,180 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kotor",,Ivan-Milena,+38267999600,1828579,"25 Dec, 2020","https://www.realitica.com/images/listing_photos/1828579_cp-00114-2-_kotor--stari-grad_eaproperties.me.jpg,https://www.realitica.com/images/listing_photos/1828579_cp-00114-3-_kotor--stari-grad_eaproperties.me.jpg,https://www.realitica.com/images/listing_photos/1828579_cp-00114-4-_kotor--stari-grad_eaproperties.me.jpg,https://www.realitica.com/images/listing_photos/1828579_cp-00114-1-_kotor--stari-grad_eaproperties.me.jpg",https://www.realitica.com/hr/listing/1828579
Prodajem Hotel,Herceg Novi,Kumbor,47,50,€3.500.000,3.600 m,1.200 m,25,300,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kumbor",Površina: 3.500m²;,Andjela,+382 67 744 481,1765310,"25 Dec, 2020","https://www.realitica.com/images/listing_photos/1765310_img_3680.jpg,https://www.realitica.com/images/listing_photos/1765310_img_3709.jpg,https://www.realitica.com/images/listing_photos/1765310_img_3584.jpg,https://www.realitica.com/images/listing_photos/1765310_024.jpg",https://www.realitica.com/hr/listing/1765310
Prodajem Hotel,Budva Okolina,Bečići,9,9,€550.000,Nema Podataka,Nema Podataka,Nema Podataka,"15000
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići","Odlična ponuda! Hotel sa 9 različitih apartmana + dvosoban stan, na 1500m od pješčane plaze.",Montenegro,0038269449100,1760558,"24 Dec, 2020","https://www.realitica.com/images/listing_photos/1760558_dsc_0314_1024x683.jpg,https://www.realitica.com/images/listing_photos/1760558_dsc_0330_1024x683.jpg,https://www.realitica.com/images/listing_photos/1760558_dsc_0304_1024x683.jpg,https://www.realitica.com/images/listing_photos/1760558_dsc_0294_1024x683.jpg",https://www.realitica.com/hr/listing/1760558
Prodajem Hotel,Budva Okolina,Sveti Stefan,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"1500
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Sveti Stefan",Zgrada - apartmane mog tipa na prodaju! Okolina Svetog Stefana.,Montenegro,0038269449100,2301880,"24 Dec, 2020","https://www.realitica.com/images/listing_photos/2301880_894e7363-a613-42aa-b1cc-837068e6b7f8.jpeg,https://www.realitica.com/images/listing_photos/2301880_21725d19-642a-427c-9c9d-33047e712346.jpeg,https://www.realitica.com/images/listing_photos/2301880_fac6aeec-cede-4935-bb4e-ad4454963704.jpeg,https://www.realitica.com/images/listing_photos/2301880_85b7b460-0d78-4bd5-8dbe-a09b8ee80204.jpeg",https://www.realitica.com/hr/listing/2301880
Prodajem Hotel,Bar,Dobre Vode,24,24,€1.210.990,1.150 m,300 m,Nema Podataka,"150
									",Nema Podataka,Nema Podataka,"Prodajem Stan-Apartman, Dobre Vode",prodaje se zgrada sa 24 apartmana na velikom pjesku ima gradjevinsku dozvolu  sve placeno moguca korekcija cijene ,Inter,+38269992997 wachap viber,2398549,"22 Dec, 2020","https://www.realitica.com/images/listing_photos/2398549_20200920_084150.jpg,https://www.realitica.com/images/listing_photos/2398549_20200919_145445.jpg,https://www.realitica.com/images/listing_photos/2398549_20200917_224037.jpg",https://www.realitica.com/hr/listing/2398549
Prodajem Hotel,Bar,Sutomore,Nema Podataka,Nema Podataka,€1.300.000,1.000 m,Nema Podataka,Nema Podataka,"1500
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Sutomore","Na prodaju zgrada koja ima 4 studija, 4 jednosobna stana, 4 dvosobna stana, na posljednjem spratu dva stana od po 200m2. Zgrada ima saunu i bazen.",Montenegro,0038269449100,2193331,"21 Dec, 2020","https://www.realitica.com/images/listing_photos/2193331_0c68c630-d4c7-431c-a67c-5241ea468eb1.jpeg,https://www.realitica.com/images/listing_photos/2193331_d59152e3-b2f3-4833-af29-8c6969fcc171.jpeg,https://www.realitica.com/images/listing_photos/2193331_a95ed542-61f1-4e99-b452-cb85f29b5221.jpeg",https://www.realitica.com/hr/listing/2193331
Prodajem Hotel,Ulcinj,Pinješ,Nema Podataka,Nema Podataka,€950.000,520 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Pinješ",Na prodaju Apart hotel u Ulcinju-naselje Pinješ,Nada NEKRETNINE,0038269026914,2286529,"21 Dec, 2020","https://www.realitica.com/images/listing_photos/2286529_50366512.jpg,https://www.realitica.com/images/listing_photos/2286529_50366596.jpg,https://www.realitica.com/images/listing_photos/2286529_50366564.jpg,https://www.realitica.com/images/listing_photos/2286529_107174568.jpg",https://www.realitica.com/hr/listing/2286529
Prodajem Hotel,Budva,Lazi,6,6,€2.500.000,618 m,344 m,"7
									",Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Lazi",Dve vile sa bazenima u Budvi,SIRIUS NEKRETNINE,+38268735233,2470884,"21 Dec, 2020","https://www.realitica.com/images/listing_photos/2470884_180994077.jpg,https://www.realitica.com/images/listing_photos/2470884_117773691.jpg,https://www.realitica.com/images/listing_photos/2470884_117773681.jpg,https://www.realitica.com/images/listing_photos/2470884_117773674.jpg,https://www.realitica.com/images/listing_photos/2470884_117773670.jpg,https://www.realitica.com/images/listing_photos/2470884_117773665.jpg",https://www.realitica.com/hr/listing/2470884
Prodajem Hotel,Budva,Nema Podataka,Nema Podataka,Nema Podataka,€37.000.000,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,								,Nema Podataka,NOVO! Exclusivna novogradnja 1. red do mora A++/ BUDVA CG.!,Prilika! 365 Apart hotel! Prodaje se visokokvalitetna exclusivna novogradnja 1. red do mora. Useljivo do kraja godine! ,Residential Exclusive Gateway REG ID,092 3616 187,2044585,"18 Dec, 2020","https://www.realitica.com/images/listing_photos/2044585_reg-e-sun.jpg,https://www.realitica.com/images/listing_photos/2044585_reg-cover.png",https://www.realitica.com/hr/listing/2044585
Prodajem Hotel,Budva,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Prilika! Prodaje se elegantan hotel sa 4 **** u Budvi! Cijena na upit!,Prilika! Prodaje se uhodan hotel sa 4 **** u Budvi na popularnoj gradskoj plazi! Cijena i info na upit.,Residential Exclusive Gateway REG ID,092 3616 187,2259060,"18 Dec, 2020","https://www.realitica.com/images/listing_photos/2259060_blvd-4.jpg,https://www.realitica.com/images/listing_photos/2259060_bcg-1.jpg,https://www.realitica.com/images/listing_photos/2259060_reg-id-logo.png",https://www.realitica.com/hr/listing/2259060
Prodajem Hotel,Budva Okolina,Petrovac,Nema Podataka,Nema Podataka,€1.550.000,836 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Hotel, Petrovac, Crna Gora","Hotel se nalazi u Petrovcu, 200m od mora, na odličnoj lokaciji. Sastoji se od suterena, 3 sprata, potkrovlja. U suterenu je restoran koji radi sa kompletnom opremom u kome ima mesta za oko 100 ljudi, a na terasi oko 20 ljudi. Ukupno ima 16 spavaćih soba, 15 kupatila. Svaka soba ima terasu sa delimičnim pogledom na more. Na poslednjem spratu je jedna velika terasa, u ostalim svaka soba ima svoju terasu. Sve sobe su strukture: jednokrevetne do četverokrevetne. Ukupno u hotelu može da boravi oko 55 osoba. Hotel se prodaje komplet opremljen. Sve sobe su opremljene klima uređajima, kablovskom televizijom, telefonom i internetom. 

","AGENCIJA ""KAMIN NEKRETNINE""",+38269351333,737444,"18 Dec, 2020","https://www.realitica.com/images/listing_photos/737444_jhhjj.jpg,https://www.realitica.com/images/listing_photos/737444_poop.jpg,https://www.realitica.com/images/listing_photos/737444_ghghgj.jpg,https://www.realitica.com/images/listing_photos/737444_hghghgh.jpg",https://www.realitica.com/hr/listing/737444
Prodajem Hotel,Ulcinj,Velika Plaža,55,62,€2.200.000,3.000 m,2.800 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Velika Plaža","h7076 Na prodaju hotel ekstra klase sa 4 pripadajuća depandansa sa video nadzorom, blizu Velike plaže, Ulcinj, Crna Gora","http://www.kaminnekretnine.comAGENCIJA ""KAMIN NEKRETNINE""",+38269351333,1731781,"18 Dec, 2020","https://www.realitica.com/images/listing_photos/1731781_44327458_337030847100108_6413590730865901568_n.jpg,https://www.realitica.com/images/listing_photos/1731781_15nekretnine-crna-gora-budva-kamin-nekretnine.jpg,https://www.realitica.com/images/listing_photos/1731781_24nekretnine-crna-gora-budva-kamin-nekretnine.jpg,https://www.realitica.com/images/listing_photos/1731781_23nekretnine-crna-gora-budva-kamin-nekretnine.jpg",https://www.realitica.com/hr/listing/1731781
Prodajem Hotel,Herceg Novi,Kumbor,10,10,€1.000.000,600 m,1.100 m,10,"100
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Kumbor, Herceg Novi Područje"," Prekrasna vila-hotel sa 8 luksuznih apartmana i velikim stanom 100m2 sa kaminom.Pozadi vile je novoizgradjeni bazen,ima solarno grijanje,parking za10 auta sa prekrasnim pogledom na ulaz u zaliv Boke . Nedaleko je lux resort PORTONOVI .BLIZU JE MORA I SOPSTVENI PROLAZ ISPOD MAGISTRALE NOVO URADJENO,100M DO PLAZE.DOGOVOR OKO CENE.

",Montebella,+38267846236,503858,"17 Dec, 2020","https://www.realitica.com/images/listing_photos/503858_fb_img_1523363454375.jpg,https://www.realitica.com/images/listing_photos/503858_436b5c6fe260cab41e8220f28a110a91fc3d9ceec8a288662df6aa-v.jpg,https://www.realitica.com/images/listing_photos/503858_a0475119bb59431e0e3ca16d98d12ee1a26727a4301d239b5f121c-v.jpg,https://www.realitica.com/images/listing_photos/503858_20170611_114904.jpg",https://www.realitica.com/hr/listing/503858
Prodajem Hotel,Bar,Sutomore,17,17,€375.000,399 m,556 m,Nema Podataka,"500
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Sutomore","Sutomore, centar – opremljen mini hotel sa 17 soba;",http://nekretnina.me/properties/sut...Www.nekretnina.me,+382 68 726 417,1213084,"17 Dec, 2020","https://www.realitica.com/images/listing_photos/1213084_2.jpg,https://www.realitica.com/images/listing_photos/1213084_0.jpg,https://www.realitica.com/images/listing_photos/1213084_8.jpg,https://www.realitica.com/images/listing_photos/1213084_9.jpg",https://www.realitica.com/hr/listing/1213084
Prodajem Hotel,Budva,Gospoština,12,12,€1.850.000,770 m,150 m,2,350,Nema Podataka,Nema Podataka,"Prodajem Hotel, Gospoština",VIBER/WHATS APP/ +382 68 862 862,Dmitrije,+38268862862,2221838,"16 Dec, 2020","https://www.realitica.com/images/listing_photos/2221838_140645722.jpg,https://www.realitica.com/images/listing_photos/2221838_140652032.jpg,https://www.realitica.com/images/listing_photos/2221838_140652580.jpg,https://www.realitica.com/images/listing_photos/2221838_140652857.jpg",https://www.realitica.com/hr/listing/2221838
Prodajem Hotel,Tivat,Nema Podataka,11,11,€1.700.000,500 m,Nema Podataka,6,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Tivat","Vila/mini-hotel u Tivtu. Hotel radi. Na parceli 340m2, u centru grada na prvoj liniji, ukupne površine do 500m2, sastoji se od 4 nivoa. Svoj parking za šest automobila. U prizemlju je restoran sa terasom i izlazom na rivu prema naselju Porto Montenegro, poslovni prostor i soba sa pogledom na vrt. Na drugom nivou su 4 sobe, na trećem – 4 sobe, a na četvrtom – 3 sobe. U svakoj sobi ima tuš-kabina, toalet, klima uređaj, internet, TV. Sva infrastruktura je u pješački dostupna. Aerodorom Tivat – 5 minuta.",Victoria Royal Group,+382 69 034 013,1762219,"16 Dec, 2020","https://www.realitica.com/images/listing_photos/1762219_img_7660-1-.jpg,https://www.realitica.com/images/listing_photos/1762219_img_7655-1-.jpg,https://www.realitica.com/images/listing_photos/1762219_img_7671-1-.jpg,https://www.realitica.com/images/listing_photos/1762219_img_7661-1-.jpg",https://www.realitica.com/hr/listing/1762219
Prodajem Hotel,Budva Okolina,Nema Podataka,17,Nema Podataka,€950.000,723 m,874 m,4,150,Nema Podataka,Nema Podataka,Prodaje se apartmanski kompleks blizu od mora,Prodaje se radni biznes blizu od mora.,Lana,WhatsApp +382 600 20207,2004889,"16 Dec, 2020","https://www.realitica.com/images/listing_photos/2004889_my-post-copy-5--10-.jpg,https://www.realitica.com/images/listing_photos/2004889_16.jpg,https://www.realitica.com/images/listing_photos/2004889_36.jpg,https://www.realitica.com/images/listing_photos/2004889_17.jpg",https://www.realitica.com/hr/listing/2004889
Prodajem Hotel,Budva,Centar,Nema Podataka,Nema Podataka,Nema Podataka,5.000 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Centar",Na prodaju vise hotela razlitih smjestajnih kapaciteta na teritorije opstine Budva.,Prime-Location,+38263496776,2261307,"14 Dec, 2020",https://www.realitica.com/images/listing_photos/2261307_0826824e-affb-42cf-a1d7-06cfc8e63306.jpeg,https://www.realitica.com/hr/listing/2261307
Prodajem Hotel,Bar,Sutomore,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"5
									",Nema Podataka,Nema Podataka,"Prodajem Hotel obala , Sutomore","Hotel je u funkciji,  nalazi se  na samo par koraka od sutomorske plaže, na placu povrsine 13 000 m2, sa odobrenjem za renoviranje i  dogradnju  hotela sa 4 zvezdice, povrsine do 23 000m2. Sastoji se od tri objekta u čijem sastavu je 145 soba  (1/1, 1/2 i 1/3).Glavna zgrada kategorizacije 2*:Svaka soba ima  kupatilo,tuš, klimu,mini bar,telefon i balkon,a većina je sa pogledom na more i depadansi takodje kategorije 2*. Do glavne železničke stanice ima 900 metara, najbliži aerodrom, Aerodrom Podgorica,  udaljen je 44 km od objekta, do Bara 4km, do Budve 31 km. Najbliže znamenitosti Luka Bar 9km, Skadarsko jezero 12,7km,  Velika  Plaza u Ulcinju 24km, Sveti Stefan19,2 km.",http://www.urbannekretnine.comUrban Nekretnine,+38267444913,1480495,"14 Dec, 2020","https://www.realitica.com/images/listing_photos/1480495_1.jpg,https://www.realitica.com/images/listing_photos/1480495_11201-s0173-.3.jpg,https://www.realitica.com/images/listing_photos/1480495_2.jpg,https://www.realitica.com/images/listing_photos/1480495_7.jpg",https://www.realitica.com/hr/listing/1480495
Prodajem Hotel,Podgorica,Mareza,"6
									",Nema Podataka,€550.000,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Mareza","Hotel sa šest apartmana Mareza+portirnica+10 parking mjesta. Radjen u rustičnom stilu.cijena 550.000 eura. 

",Nemanja,069 155 195,1560629,"13 Dec, 2020","https://www.realitica.com/images/listing_photos/1560629_20180405_171031.jpg,https://www.realitica.com/images/listing_photos/1560629_img-d42080435c35037a0065acf28eace1aa-v.jpg,https://www.realitica.com/images/listing_photos/1560629_img-6f28d77f8de517ddcf98a3aeeefc9ec0-v.jpg,https://www.realitica.com/images/listing_photos/1560629_img-f7617e391c95047849457eee05e9c327-v.jpg",https://www.realitica.com/hr/listing/1560629
Prodajem Hotel,Herceg Novi,Igalo,2,4,€310.000,212 m,145 m,4,150,								,Nema Podataka,"Prodajem Hotel, Igalo","Apar-Hotel Igalo Herceg Novi. Hotel  sa pogledom na more. Prvi sprat 2 jednosobna apartmana 53m2, drugi sprat 2 studio apartmana 53 m2.  Rjesenje za izdavanje, kategorizacija 4 zvjezdice i razradjen biznis. Cijena 310.000€",RIVIJERA NEKRETNINE,+382 67 788 166,1990223,"12 Dec, 2020","https://www.realitica.com/images/listing_photos/1990223_ekretnine_igalo_prodaja_hotel_herceg_novi_montenegro--2-.jpg,https://www.realitica.com/images/listing_photos/1990223_ekretnine_igalo_prodaja_hotel_herceg_novi_montenegro--3-.jpg,https://www.realitica.com/images/listing_photos/1990223_ekretnine_igalo_prodaja_hotel_herceg_novi_montenegro--5-.jpg,https://www.realitica.com/images/listing_photos/1990223_ekretnine_igalo_prodaja_hotel_herceg_novi_montenegro--7-.jpg",https://www.realitica.com/hr/listing/1990223
Prodajem Hotel,Žabljak,Žabljak,Nema Podataka,Nema Podataka,€1.500.000,2.143 m,2.011 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Žabljak","h7075 Kompletno opremljen hotel sa bazenom, Žabljak, Crna Gora","http://www.kaminnekretnine.comAGENCIJA ""KAMIN NEKRETNINE""",+38269351333,2361916,"11 Dec, 2020","https://www.realitica.com/images/listing_photos/2361916_zabljak-hotel-for-sale-real-estate-montenegro.jpg,https://www.realitica.com/images/listing_photos/2361916_03--6-.jpg,https://www.realitica.com/images/listing_photos/2361916_08.jpg,https://www.realitica.com/images/listing_photos/2361916_zabljak-hotel-for-sale-real-estate-montenegro_4.jpg",https://www.realitica.com/hr/listing/2361916
Prodajem Hotel,Budva Okolina,Stanisici,20,20,€470.000,550 m,2.178 m,20,7000,								,Nema Podataka,"Prodajem Hotel, Stanisici","Etno selo sa 20 apartmana nalazi se na 12km udaljenosti od Budve ka Cetinju. Smešteno u podlovćenskom skutu na 700 m. nadmorske visine sa pogledom na budvansku rivijeru, predstavlja pravo mesto za odmor u vrelim letnjim mesecima.",Lija,+38269734057,2347448,"11 Dec, 2020","https://www.realitica.com/images/listing_photos/2347448_dsc_0591.jpg,https://www.realitica.com/images/listing_photos/2347448_dsc_0596.jpg,https://www.realitica.com/images/listing_photos/2347448_dsc_0601.jpg,https://www.realitica.com/images/listing_photos/2347448_dsc_0608.jpg",https://www.realitica.com/hr/listing/2347448
Prodajem Hotel,Budva Okolina,Sveti Stefan,18,18,€1.900.000,3.200 m,5.400 m,Nema Podataka,3000,Nema Podataka,Nema Podataka,"Prodajem Hotel, Sveti Stefan","Hotel se nalazi u Blizikuce, sa prekrasnim pogledom na more. Na teritoriji se nalaze dečiji i odrasli bazeni, teniski teren. U zgradi se nalazi sauna sa bazenom, unutrašnja soba za igranje tenisa, teretana, rekreativni prostor.",Lija,+38269734057,2285894,"11 Dec, 2020","https://www.realitica.com/images/listing_photos/2285894_44156010.jpg,https://www.realitica.com/images/listing_photos/2285894_gym2.jpg,https://www.realitica.com/images/listing_photos/2285894_1307378601950.jpeg,https://www.realitica.com/images/listing_photos/2285894_1307452288956.jpeg",https://www.realitica.com/hr/listing/2285894
